date,Hà Nội,Hồ Chí Minh city,Hưng Yên,Hà Nam,Vĩnh Phúc,Đà Nẵng,Yên Bái,Quảng Nam,Đồng Nai,Hải Dương,Thái Bình,Quảng Ngãi,Lạng Sơn,Bắc Ninh,Thanh Hóa,Điện Biên,Nghệ An,Nam Định,Phú Thọ,Quảng Ninh,Bắc Giang,Hải Phòng,Thừa Thiên - Huế,Đắk Lắk,Hòa Bình,Quảng Trị,Tuyên Quang,Sơn La,Ninh Bình,Thái Nguyên,Long An,Bạc Liêu,Gia Lai,Tây Ninh,Bình Dương,Trà Vinh,Đồng Tháp,Hà Tĩnh,Tiền Giang,Bắc Kạn,Lào Cai,An Giang,Vĩnh Long,Kiên Giang,Khánh Hòa,Phú Yên,Bình Thuận,Cần Thơ,Bà Rịa - Vũng Tàu,Bình Định,Bình Phước,Lâm Đồng,Ninh Thuận,Bến Tre,Sóc Trăng,Cà Mau,Hậu Giang,Đăk Nông,Kon Tum,Hà Giang,Quảng Bình,Lai Châu
2021-09-30,1,4372,0,45,0,2,0,0,626,0,0,10,0,0,1,0,13,0,14,0,0,0,2,64,0,2,0,0,0,0,125,3,0,39,2103,1,9,1,49,0,0,172,6,79,30,4,38,41,6,7,16,5,15,3,0,0,0,10,2,0,21,0
2021-10-01,8,3670,1,50,0,2,0,1,735,0,0,6,0,0,5,0,1,3,2,0,2,0,0,0,0,16,0,0,0,0,107,13,6,50,1787,0,13,3,71,0,0,116,4,81,15,6,61,30,13,13,11,0,15,3,0,1,0,3,0,0,17,0
2021-10-02,14,2723,1,42,0,1,0,0,509,1,0,12,0,0,0,0,10,2,5,2,6,0,0,59,0,13,0,0,1,0,107,3,1,20,1517,1,6,0,36,0,0,139,4,77,36,2,47,23,3,5,2,1,16,0,0,3,5,7,0,0,15,0
2021-10-03,4,2461,0,39,0,1,0,0,824,0,0,3,0,0,0,0,11,0,1,0,1,0,1,17,0,15,0,0,0,0,85,4,1,54,1283,2,35,3,13,0,0,147,4,75,50,5,73,33,13,8,12,2,12,5,0,24,20,6,1,0,19,0
2021-10-04,8,2490,0,36,0,1,0,0,701,1,0,17,0,2,2,0,10,3,2,0,1,0,0,0,0,9,0,0,0,0,90,9,1,20,1210,10,33,0,52,0,0,222,7,69,53,5,48,27,25,14,0,0,12,12,118,36,0,8,0,0,18,0
2021-10-05,3,1491,0,28,0,2,0,1,653,1,0,15,0,0,0,0,16,4,2,0,2,0,2,8,0,13,0,0,0,0,84,39,3,35,1107,10,67,2,59,0,0,172,10,77,39,1,149,47,47,18,17,2,18,16,0,32,48,3,2,0,15,0
2021-10-06,9,1960,0,25,0,1,0,8,534,0,0,7,1,0,2,0,5,2,0,0,0,0,5,58,0,0,0,1,1,0,74,32,20,41,852,52,47,1,72,0,0,180,20,79,47,1,60,44,17,18,5,0,14,21,0,22,0,7,4,0,7,0
2021-10-07,3,1730,0,24,1,1,3,4,589,0,0,13,0,1,5,0,1,4,1,0,1,0,0,36,0,22,0,0,0,0,84,22,13,84,840,21,45,4,56,0,0,186,10,83,51,1,32,30,19,2,2,0,11,10,0,36,30,14,9,0,13,0
2021-10-08,5,2215,0,22,0,0,1,3,612,3,0,13,0,0,15,0,17,1,1,0,0,0,0,0,0,8,0,3,3,0,66,10,39,92,828,16,51,7,74,0,3,182,14,89,55,7,58,48,19,18,13,29,6,14,0,49,39,15,6,0,4,0
2021-10-09,1,1662,0,24,1,0,0,0,575,0,0,15,0,0,7,0,0,1,2,0,0,0,13,85,0,18,0,0,0,0,61,14,65,57,820,8,81,6,44,0,2,308,11,113,41,0,122,18,14,5,9,5,12,7,192,54,27,4,3,0,5,0
2021-10-10,1,1067,0,22,5,2,0,3,662,2,0,12,0,2,14,0,0,0,0,0,0,0,2,0,0,14,0,1,0,0,77,38,25,59,782,29,39,1,64,0,0,128,10,94,40,5,109,41,6,7,16,0,12,12,0,48,30,11,1,18,0,2
2021-10-11,1,1527,0,21,1,0,0,0,499,2,0,38,1,4,2,0,27,1,0,0,1,0,0,119,0,2,0,3,1,0,76,14,13,55,446,48,55,4,67,0,0,142,12,91,26,1,45,47,16,21,6,26,9,40,0,51,32,9,10,0,5,0
2021-10-12,4,1018,0,18,0,4,0,3,501,2,0,11,0,7,8,0,0,0,0,0,1,2,8,0,0,5,0,0,0,0,70,51,48,112,447,28,87,4,20,0,1,111,10,76,38,5,72,28,7,12,9,7,8,9,0,37,31,5,4,0,9,1
2021-10-13,29,1162,0,18,2,0,0,29,486,0,1,19,0,5,5,0,12,4,0,0,0,0,3,113,0,7,1,3,1,0,59,45,60,51,501,46,87,4,74,0,0,121,15,76,39,3,55,17,18,13,3,8,7,11,0,41,31,9,4,152,7,1
