date,Bắc Giang,Bắc Ninh,Bình Dương,Hồ Chí Minh city,Đồng Tháp,Hà Nội,Đồng Nai,Long An,Tiền Giang,Phú Yên,Đà Nẵng,Hưng Yên,Vĩnh Long,Khánh Hòa,Quảng Ngãi,Nghệ An,Hà Tĩnh,Lạng Sơn,Vĩnh Phúc,Điện Biên,Hà Nam,Yên Bái,Quảng Nam,Hải Dương,Thái Bình,Thanh Hóa,Nam Định,Phú Thọ,Quảng Ninh,Hải Phòng,Thừa Thiên - Huế,Đắk Lắk,Hòa Bình,Quảng Trị,Tuyên Quang,Sơn La,Ninh Bình,Thái Nguyên,Bạc Liêu,Gia Lai,Tây Ninh,Trà Vinh,Bắc Kạn,Lào Cai,An Giang,Kiên Giang,Bình Thuận,Cần Thơ,Bà Rịa - Vũng Tàu,Bình Định,Bình Phước,Lâm Đồng,Ninh Thuận,Bến Tre,Sóc Trăng,Cà Mau,Hậu Giang,Đăk Nông,Kon Tum,Hà Giang,Quảng Bình,Lai Châu
2021-09-10,5852,1861,149859,286242,7749,3957,32882,27537,11430,2854,4780,284,2117,7173,908,1768,445,212,233,61,77,3,523,167,76,375,52,22,6,27,744,1382,16,138,2,235,79,15,245,517,6331,1410,5,96,2476,2869,2797,4631,3807,849,853,264,736,1818,980,198,468,420,27,20,1093,1
2021-09-11,5852,1863,153830,291871,7783,3992,33842,27874,11577,2871,4799,287,2117,7219,940,1774,446,212,233,61,77,3,537,167,76,378,52,22,6,27,745,1400,16,138,2,251,79,15,249,519,6468,1412,5,96,2583,3034,2828,4677,3839,868,884,264,741,1819,991,198,468,425,27,20,1131,1
2021-09-12,5852,1863,157018,298029,7832,4012,34816,28159,12205,2885,4811,288,2118,7265,970,1776,446,212,233,61,77,3,549,167,76,390,52,22,6,27,745,1412,16,138,2,251,79,15,257,519,6561,1419,5,96,2645,3151,2844,4745,3885,884,917,266,743,1822,991,220,468,442,27,20,1192,1
2021-09-13,5852,1863,160669,303475,7891,4053,35584,28486,12366,2892,4824,288,2123,7309,983,1785,446,212,233,61,77,3,556,167,76,397,52,22,7,27,763,1440,16,138,2,251,79,15,263,521,6703,1423,5,96,2689,3228,2882,4813,3901,889,959,266,748,1827,1002,241,468,462,27,20,1249,1
2021-09-14,5852,1863,162847,309787,7923,4074,36361,28865,12468,2894,4835,289,2126,7353,992,1787,446,212,233,61,77,3,570,167,76,403,52,22,7,27,774,1450,16,138,2,251,79,15,297,521,6778,1428,5,96,2800,3385,2887,4853,3915,923,1013,267,753,1840,1002,249,468,488,27,20,1249,1
2021-09-15,5852,1864,166075,315088,7968,4088,37169,29289,12561,2908,4844,292,2129,7386,1007,1789,446,212,233,61,77,3,579,167,76,410,52,22,7,27,784,1450,16,138,2,251,79,15,310,521,6826,1428,5,97,2859,3568,2906,4906,3933,954,1040,268,761,1849,1002,259,468,514,27,20,1307,1
2021-09-16,5852,1865,169073,320823,8001,4103,37736,29570,12642,2917,4846,293,2129,7423,1021,1793,446,212,233,61,77,3,585,167,76,416,52,22,7,27,787,1476,16,138,2,251,79,15,317,523,6884,1433,5,97,2985,3766,2935,4966,3962,976,1070,269,773,1856,1009,268,478,522,27,20,1350,1
2021-09-17,5852,1865,173086,326795,8036,4118,38081,29843,12760,2927,4854,293,2132,7458,1073,1802,446,212,233,61,77,3,586,167,76,419,52,22,7,27,790,1476,16,150,2,251,79,15,331,524,6998,1433,5,97,3091,3946,2953,5016,3974,985,1091,272,786,1857,1015,271,489,522,27,20,1387,1
2021-09-18,5852,1865,175963,331032,8066,4137,39020,30079,12957,2935,4854,293,2132,7486,1096,1806,446,212,233,61,77,3,589,167,76,423,52,22,7,27,791,1567,16,159,2,251,79,15,339,524,7064,1438,5,98,3234,4114,2974,5059,3984,1030,1101,273,800,1858,1015,274,489,592,27,20,1432,1
2021-09-19,5852,1866,178295,336528,8072,4157,39973,30328,13059,2948,4856,294,2134,7523,1120,1806,447,212,233,61,77,3,602,167,76,425,52,22,7,27,791,1567,16,164,2,251,79,15,342,524,7117,1446,5,98,3521,4265,2981,5111,4068,1060,1116,273,815,1864,1015,292,500,603,27,20,1447,1
2021-09-20,5852,1867,179705,341699,8091,4166,40842,30596,13270,2963,4859,294,2138,7542,1136,1806,447,212,233,61,80,3,605,167,76,427,52,22,7,27,796,1680,16,165,2,251,79,15,350,525,7149,1447,5,98,3621,4440,3009,5159,4075,1083,1121,274,824,1865,1020,302,510,630,27,20,1482,1
2021-09-21,5852,1867,183314,348220,8118,4178,41432,30850,13375,2973,4874,294,2144,7560,1145,1809,447,212,233,61,92,3,607,167,76,431,52,22,7,27,796,1690,16,165,2,251,79,15,354,525,7208,1448,5,98,3742,4574,3024,5202,4088,1105,1132,277,835,1866,1020,316,516,640,27,20,1494,1
2021-09-22,5852,1867,187493,353655,8136,4185,42362,31041,13464,2987,4884,294,2144,7581,1151,1810,447,212,233,61,112,3,607,167,76,433,52,22,7,27,805,1690,16,174,2,252,79,15,362,525,7256,1452,5,98,3928,4711,3033,5250,4096,1148,1158,280,850,1869,1020,318,518,660,29,20,1513,1
2021-09-23,5852,1867,190257,358707,8155,4190,43122,31231,13531,2993,4887,294,2144,7601,1155,1810,447,212,233,61,126,3,612,168,76,434,52,22,7,27,814,1715,16,176,2,252,79,15,369,527,7342,1454,5,98,4037,4874,3040,5303,4099,1157,1166,280,859,1869,1020,325,518,693,29,20,1533,1
2021-09-24,5852,1867,193235,362493,8195,4195,43925,31425,13643,3002,4891,294,2155,7620,1162,1811,447,212,233,61,141,3,612,168,76,435,52,22,7,27,818,1748,16,180,2,252,79,15,370,527,7395,1455,5,98,4127,5077,3064,5360,4112,1175,1168,280,875,1872,1020,331,522,697,29,20,1542,1
2021-09-25,5852,1867,196864,366539,8201,4199,44921,31618,13724,3012,4902,294,2158,7645,1164,1815,447,212,233,61,207,3,612,168,76,437,52,22,7,27,819,1757,16,187,2,252,79,15,374,527,7436,1456,5,98,4244,5168,3073,5408,4116,1214,1315,280,888,1885,1062,335,522,703,29,20,1550,1
2021-09-26,5852,1867,200196,371660,8211,4201,45667,31789,13787,3019,4910,294,2161,7683,1167,1818,447,212,233,61,256,3,614,168,76,439,52,22,7,27,821,1806,16,191,2,252,79,15,379,544,7473,1456,5,98,4325,5267,3082,5460,4121,1228,1342,282,900,1885,1062,338,528,706,29,20,1574,1
2021-09-27,5856,1867,203989,375794,8225,4202,46283,31979,13845,3030,4911,294,2164,7709,1170,1821,447,212,234,61,291,3,617,168,76,440,52,22,9,27,821,1806,16,194,2,252,79,15,379,546,7553,1458,5,98,4456,5340,3114,5516,4125,1249,1343,282,909,1887,1062,342,528,709,34,20,1589,1
2021-09-28,5857,1867,206564,379588,8232,4208,47070,32138,13883,3033,4913,294,2172,7744,1175,1821,447,212,234,61,302,3,619,168,76,440,52,22,11,27,821,1820,16,198,2,252,79,15,380,546,7608,1465,5,98,4688,5410,3162,5568,4128,1254,1358,282,925,1889,1062,352,539,714,34,20,1604,1
2021-09-29,5857,1867,208953,384287,8233,4212,47969,32270,13951,3035,4914,294,2179,7776,1177,1821,447,212,234,61,338,3,619,169,76,440,52,23,11,27,821,1835,16,214,2,252,79,15,402,551,7631,1468,5,98,4751,5492,3191,5610,4130,1265,1358,282,939,1892,1174,364,539,717,34,20,1617,1
2021-09-30,5857,1867,211056,388659,8242,4213,48595,32395,14000,3039,4916,294,2185,7806,1187,1834,448,212,234,61,383,3,619,169,76,441,52,37,11,27,823,1899,16,216,2,252,79,15,405,551,7670,1469,5,98,4923,5571,3229,5651,4136,1272,1374,287,954,1895,1174,364,539,727,36,20,1638,1
2021-10-01,5859,1867,212843,392329,8255,4221,49330,32502,14071,3045,4918,295,2189,7821,1193,1835,451,212,234,61,433,3,620,169,76,446,55,39,11,27,823,1899,16,232,2,252,79,15,418,557,7720,1469,5,98,5039,5652,3290,5681,4149,1285,1385,287,969,1898,1174,365,539,730,36,20,1655,1
2021-10-02,5865,1867,214360,395052,8261,4235,49839,32609,14107,3047,4919,296,2193,7857,1205,1845,451,212,234,61,475,3,620,170,76,446,57,44,13,27,823,1958,16,245,2,252,80,15,421,558,7740,1470,5,98,5178,5729,3337,5704,4152,1290,1387,288,985,1898,1174,368,544,737,36,20,1670,1
2021-10-03,5866,1867,215643,397513,8296,4239,50663,32694,14120,3052,4920,296,2197,7907,1208,1856,454,212,234,61,514,3,620,170,76,446,57,45,13,27,824,1975,16,260,2,252,80,15,425,559,7794,1472,5,98,5325,5804,3410,5737,4165,1298,1399,290,997,1903,1174,392,564,743,37,20,1689,1
2021-10-04,5867,1869,216853,400003,8329,4247,51364,32784,14172,3057,4921,296,2204,7960,1225,1866,454,212,234,61,550,3,620,171,76,448,60,47,13,27,824,1975,16,269,2,252,80,15,434,560,7814,1482,5,98,5547,5873,3458,5764,4190,1312,1399,290,1009,1915,1292,428,564,751,37,20,1707,1
2021-10-05,5869,1869,217960,401494,8396,4250,52017,32868,14231,3058,4923,296,2214,7999,1240,1882,456,212,234,61,578,3,621,172,76,448,64,49,13,27,826,1983,16,282,2,252,80,15,473,563,7849,1492,5,98,5719,5950,3607,5811,4237,1330,1416,292,1027,1931,1292,460,612,754,39,20,1722,1
2021-10-06,5869,1869,218812,403454,8443,4259,52551,32942,14303,3059,4924,296,2234,8046,1247,1887,457,213,234,61,603,3,629,172,76,450,66,49,13,27,831,2041,16,282,2,253,81,15,505,583,7890,1544,5,98,5899,6029,3667,5855,4254,1348,1421,292,1041,1952,1292,482,612,761,43,20,1729,1
2021-10-07,5870,1870,219652,405184,8488,4262,53140,33026,14359,3060,4925,296,2244,8097,1260,1888,461,213,235,61,627,6,633,172,76,455,70,50,13,27,831,2077,16,304,2,253,81,15,527,596,7974,1565,5,98,6085,6112,3699,5885,4273,1350,1423,292,1052,1962,1292,518,642,775,52,20,1742,1
2021-10-08,5870,1870,220480,407399,8539,4267,53752,33092,14433,3067,4925,296,2258,8152,1273,1905,468,213,235,61,649,7,636,175,76,470,71,51,13,27,831,2077,16,312,2,256,84,15,537,635,8066,1581,5,101,6267,6201,3757,5933,4292,1368,1436,321,1058,1976,1292,567,681,790,58,20,1746,1
2021-10-09,5870,1870,221300,409061,8620,4268,54327,33153,14477,3067,4925,296,2269,8193,1288,1905,474,213,236,61,673,7,636,175,76,477,72,53,13,27,844,2162,16,330,2,256,84,15,551,700,8123,1589,5,103,6575,6314,3879,5951,4306,1373,1445,326,1070,1983,1484,621,708,794,61,20,1751,1
2021-10-10,5870,1872,222082,410128,8659,4269,54989,33230,14541,3072,4927,296,2279,8233,1300,1905,475,213,241,61,695,7,639,177,76,491,72,53,13,27,846,2162,16,344,2,257,84,15,589,725,8182,1618,5,103,6703,6408,3988,5992,4312,1380,1461,326,1082,1995,1484,669,738,805,62,38,1751,3
2021-10-11,5871,1876,222528,411655,8714,4270,55488,33306,14608,3073,4927,296,2291,8259,1338,1932,479,214,242,61,716,7,639,179,76,493,73,53,13,27,846,2281,16,346,2,260,85,15,603,738,8237,1666,5,103,6845,6499,4033,6039,4328,1401,1467,352,1091,2035,1484,720,770,814,72,38,1756,3
2021-10-12,5872,1883,222975,412673,8801,4274,55989,33376,14628,3078,4931,296,2301,8297,1349,1932,483,214,242,61,734,7,642,181,76,501,73,53,13,29,854,2281,16,351,2,260,85,15,654,786,8349,1694,5,104,6956,6575,4105,6067,4335,1413,1476,359,1099,2044,1484,757,801,819,76,38,1765,4
2021-10-13,5872,1888,223476,413835,8888,4303,56475,33435,14702,3081,4931,296,2316,8336,1368,1944,487,214,244,61,752,7,671,181,77,506,77,53,13,29,857,2394,16,358,3,263,86,15,699,846,8400,1740,5,104,7077,6651,4160,6084,4353,1426,1479,367,1106,2055,1484,798,832,828,80,190,1772,5
